timestamp,elapsedtime
2018-05-28 16:22:30,0
2018-05-28 16:22:38,0
2018-05-28 16:22:46,0
2018-05-28 16:22:55,0
2018-05-28 16:23:03,0
2018-05-28 16:23:11,0
2018-05-28 16:23:19,0
2018-05-28 16:23:27,0
2018-05-28 16:23:35,0
2018-05-28 16:23:43,0
